cell_id,pred_phase,pred_age
cell_8880,G1,196.9285333
cell_8881,S,446.4181333
cell_8882,G1,274.1802667
cell_8883,G1,290.984
cell_8884,G1,210.3546667
cell_8885,S,371.5744
cell_8886,G2,917.9376
cell_8887,G1,212.5408
cell_8888,G1,80.20106667
cell_8889,G1,191.6741333
cell_8890,S,399.3237333
cell_8891,G1,231.8154667
cell_8892,G1,126.3530667
cell_8893,G1,242.2858667
cell_8894,G1,302.0442667
cell_8895,S,595.288
cell_8896,G1,164.2106667
cell_8897,G1,206.9728
cell_8898,G2,899.6384
cell_8899,G1,101.0336
cell_8900,S,733.5466667
cell_8901,G1,237.4192
